house_id,area_sqft,bedrooms,bathrooms,age_years,year_built,condition_score,garage_cars,parking_spots,furnishing_status,location,floor_number,total_floors,price,price_per_sqft,rooms_per_bath,age_category
503,1101.0,4,3.0,17,2007,3,1,1,Semi-Furnished,Southside,0,2,372700.0,338.51044504995457,1.3333333333333333,Moderate
504,2081.0,2,1.4,39,1985,2,1,0,Fully Furnished,Greenfield,0,2,358600.0,172.3209995194618,1.4285714285714286,Old
505,1475.0,3,2.2,38,1986,2,2,0,Semi-Furnished,Southside,4,2,333300.0,225.96610169491527,1.3636363636363635,Old
506,1556.0,3,2.3,12,2012,4,2,0,Semi-Furnished,Downtown,4,2,946500.0,608.2904884318766,1.3043478260869565,Recent
507,1504.0,4,3.0,1,2023,5,1,2,Fully Furnished,Lakeside,8,1,1500100.0,997.406914893617,1.3333333333333333,New
508,1368.0,4,3.3,26,1998,3,2,2,Fully Furnished,Greenfield,7,1,625000.0,456.87134502923976,1.2121212121212122,Moderate
509,1824.0,2,1.7,34,1990,2,1,2,Fully Furnished,Southside,8,3,440900.0,241.72149122807016,1.1764705882352942,Old
510,1385.0,5,3.7,77,1947,1,1,0,Fully Furnished,Northside,8,2,356800.0,257.6173285198556,1.3513513513513513,Very Old
511,1935.0,2,2.0,86,1938,1,1,1,Unfurnished,Riverside,7,1,595600.0,307.8036175710594,1.0,Very Old
512,1775.0,4,2.9,31,1993,1,1,1,Fully Furnished,OldTown,1,2,254200.0,143.2112676056338,1.3793103448275863,Old
513,1681.0,5,3.5,54,1970,2,0,1,Fully Furnished,Downtown,0,3,511600.0,304.34265318262936,1.4285714285714286,Very Old
514,1346.0,2,1.7,26,1998,2,1,1,Semi-Furnished,Riverside,4,4,291100.0,216.2704309063893,1.1764705882352942,Moderate
515,1512.0,4,3.0,53,1971,1,1,1,Unfurnished,Riverside,5,5,339200.0,224.33862433862433,1.3333333333333333,Very Old
516,2178.0,1,1.0,12,2012,4,2,0,Fully Furnished,Suburb_A,1,3,513700.0,235.85858585858585,1.0,Recent
517,2050.0,3,1.7,22,2002,3,2,0,Fully Furnished,Suburb_B,7,2,443100.0,216.14634146341464,1.7647058823529411,Moderate
518,1311.0,3,2.8,38,1986,2,1,0,Unfurnished,Suburb_B,9,1,474300.0,361.78489702517163,1.0714285714285714,Old
519,1850.0,3,2.6,0,2024,5,1,0,Semi-Furnished,Northside,4,1,1200500.0,648.918918918919,1.1538461538461537,New
520,2176.0,5,3.5,49,1975,2,0,1,Unfurnished,Greenfield,2,3,366000.0,168.1985294117647,1.4285714285714286,Old
521,965.0,3,2.0,69,1955,1,1,0,Fully Furnished,Suburb_A,7,2,221200.0,229.22279792746113,1.5,Very Old
522,2072.0,3,2.9,24,2000,3,0,1,Fully Furnished,Northside,0,3,573200.0,276.64092664092664,1.0344827586206897,Moderate
523,1469.0,4,3.0,26,1998,3,1,1,Fully Furnished,OldTown,0,1,281900.0,191.8992511912866,1.3333333333333333,Moderate
524,2085.0,5,3.7,72,1952,1,1,2,Fully Furnished,Hillview,7,2,556700.0,267.00239808153475,1.3513513513513513,Very Old
525,1418.0,1,1.0,58,1966,1,1,2,Unfurnished,Hillview,6,1,323400.0,228.06770098730607,1.0,Very Old
526,898.0,5,3.9,17,2007,3,0,2,Unfurnished,Suburb_A,2,3,441567.19732213224,287.30512249443206,1.2820512820512822,Moderate
527,1732.7069040047616,2,1.5,19,2005,3,2,0,Unfurnished,Suburb_B,8,1,325100.0,329.7160243407708,1.3333333333333333,Moderate
528,1824.0,4,3.4,41,1983,2,1,0,Unfurnished,Hillview,1,3,355400.0,194.84649122807016,1.1764705882352942,Old
529,1930.0,2,1.2,34,1990,2,0,1,Unfurnished,Suburb_B,5,1,431000.0,223.31606217616581,1.6666666666666667,Old
530,1348.0,2,1.1,9,2015,4,0,2,Semi-Furnished,Greenfield,5,2,488800.0,362.61127596439167,1.8181818181818181,Recent
531,2119.0,3,2.5,18,2006,3,1,0,Unfurnished,Lakeside,0,1,619600.0,292.40207645115623,1.2,Moderate
532,969.0,3,2.7,81,1943,1,0,2,Fully Furnished,Riverside,0,1,204200.0,210.7327141382869,1.111111111111111,Very Old
533,1767.0,3,1.9,42,1982,2,2,0,Semi-Furnished,OldTown,8,1,400800.0,226.8251273344652,1.5789473684210527,Old
534,1194.0,2,1.9,97,1927,1,1,2,Semi-Furnished,Suburb_A,0,2,125500.0,105.10887772194305,1.0526315789473684,Very Old
535,1474.0,3,2.4,57,1967,1,2,0,Unfurnished,Suburb_B,0,2,172300.0,116.89280868385346,1.25,Very Old
536,1824.0,5,4.3,89,1935,1,0,1,Semi-Furnished,Southside,3,4,336100.0,184.265350877193,1.1627906976744187,Very Old
537,1370.0,3,2.4,12,2012,4,1,1,Unfurnished,Riverside,0,1,654400.0,477.66423357664235,1.25,Recent
538,1608.0,2,1.0,58,1966,1,1,2,Semi-Furnished,Southside,8,1,353600.0,219.90049751243782,2.0,Very Old
539,2303.0,3,2.4,0,2024,5,1,2,Unfurnished,Hillview,0,3,1109700.0,481.8497611810682,1.25,New
540,1512.0,1,1.1,40,1984,2,1,1,Unfurnished,Lakeside,4,3,315900.0,208.92857142857142,0.9090909090909091,Old
541,2218.0,4,2.9,28,1996,3,2,0,Fully Furnished,Lakeside,1,1,720300.0,324.7520288548242,1.3793103448275863,Moderate
542,1235.0,4,3.1,20,2004,3,1,1,Unfurnished,Greenfield,7,3,309300.0,250.44534412955466,1.2903225806451613,Moderate
543,2065.0,3,2.3,74,1950,1,1,2,Semi-Furnished,OldTown,4,3,250900.0,121.50121065375302,1.3043478260869565,Very Old
544,2521.0,3,1.5,73,1951,1,1,1,Semi-Furnished,Hillview,1,2,386500.0,153.31217770725902,2.0,Very Old
545,600.0,4,3.7,1,2023,5,0,3,Unfurnished,Suburb_B,9,2,384200.0,640.3333333333334,1.081081081081081,New
546,1402.0,3,2.1,36,1988,2,0,2,Semi-Furnished,Riverside,0,1,351700.0,250.85592011412268,1.4285714285714286,Old
547,2089.0,4,3.4,22,2002,3,1,1,Semi-Furnished,Downtown,4,1,896500.0,429.15270464337004,1.1764705882352942,Moderate
548,1698.0,3,2.4,25,1999,3,1,1,Semi-Furnished,Lakeside,9,5,559000.0,329.21083627797407,1.25,Moderate
549,1986.0,4,3.6,69,1955,1,1,1,Fully Furnished,Southside,5,1,368700.0,185.64954682779455,1.1111111111111112,Very Old
550,1498.0,3,2.5,18,2006,3,0,1,Semi-Furnished,OldTown,6,1,473600.0,316.15487316421894,1.2,Moderate
551,1843.0,3,2.3,89,1935,1,1,1,Fully Furnished,Suburb_B,0,5,232200.0,125.99023331524688,1.3043478260869565,Very Old
552,1722.0,5,3.7,10,2014,4,1,1,Unfurnished,Southside,0,3,494700.0,287.2822299651568,1.3513513513513513,Recent
553,2384.0,3,2.6,40,1984,2,1,0,Fully Furnished,Riverside,0,2,585400.0,245.55369127516778,1.1538461538461537,Old
554,1927.0,3,1.8,40,1984,1,1,0,Semi-Furnished,Riverside,9,3,516900.0,268.24078879086665,1.6666666666666665,Old
555,1969.0,2,1.8,15,2009,3,1,2,Unfurnished,Hillview,9,3,712700.0,361.96038598273236,1.1111111111111112,Recent
556,1594.0,3,2.1,19,2005,2,2,0,Unfurnished,Northside,1,3,438800.0,275.2823086574655,1.4285714285714286,Moderate
557,1556.0,3,2.8,69,1955,1,1,2,Unfurnished,Southside,0,1,272900.0,175.38560411311053,1.0714285714285714,Very Old
558,1584.0,2,1.6,56,1968,1,2,1,Semi-Furnished,Suburb_B,0,2,225000.0,142.04545454545453,1.25,Very Old
559,1997.0,2,1.8,19,2005,3,1,1,Fully Furnished,Riverside,1,1,664300.0,332.6489734601903,1.1111111111111112,Moderate
560,1590.0,3,2.4,32,1992,2,1,2,Semi-Furnished,Hillview,1,1,374800.0,235.72327044025158,1.25,Old
561,1945.0,4,2.7,3,2021,5,1,1,Fully Furnished,Hillview,6,2,1302300.0,669.5629820051414,1.4814814814814814,New
562,2838.0,3,2.1,12,2012,4,3,2,Unfurnished,Greenfield,8,3,1762441.838506224,310.4651162790698,1.4285714285714286,Recent
563,2236.0,2,1.8,29,1995,3,1,0,Semi-Furnished,Downtown,6,1,1234000.0,551.8783542039356,1.1111111111111112,Moderate
564,1637.0,3,2.4,4,2020,5,2,1,Semi-Furnished,Northside,5,2,994300.0,607.3915699450214,1.25,New
565,2401.0,2,2.0,71,1953,1,2,1,Semi-Furnished,Suburb_A,6,3,289700.0,120.65805914202416,1.0,Very Old
566,1596.0,3,2.5,48,1976,1,0,1,Semi-Furnished,Riverside,6,2,365900.0,229.26065162907267,1.2,Old
567,781.0,2,1.3,89,1935,1,0,1,Semi-Furnished,Suburb_B,3,4,101800.0,130.34571062740076,1.5384615384615383,Very Old
568,1296.0,2,1.4,43,1981,2,0,2,Unfurnished,Suburb_B,1,3,147900.0,114.12037037037037,1.4285714285714286,Old
569,865.0,2,1.6,89,1935,2,1,2,Fully Furnished,Lakeside,0,5,237100.0,274.1040462427746,1.25,Very Old
570,1624.0,3,1.7,33,1991,2,0,2,Semi-Furnished,Greenfield,5,2,312800.0,192.61083743842366,1.7647058823529411,Old
571,1809.0,2,2.1,36,1988,2,2,1,Fully Furnished,Greenfield,9,3,371100.0,205.14096185737978,0.9523809523809523,Old
572,2638.0,3,2.5,95,1929,1,1,0,Fully Furnished,Greenfield,4,4,349600.0,132.52463987869598,1.2,Very Old
573,1963.0,3,2.8,38,1986,1,1,1,Semi-Furnished,Suburb_B,8,4,315200.0,160.57055527254204,1.0714285714285714,Old
574,1690.0,3,1.9,1,2023,5,0,2,Fully Furnished,Northside,0,3,837900.0,495.79881656804736,1.5789473684210527,New
575,2215.0,3,2.8,49,1975,1,2,1,Fully Furnished,Hillview,7,2,935382.714731729,254.40180586907448,1.0714285714285714,Old
576,694.0,4,3.9,82,1942,1,1,1,Unfurnished,Southside,8,1,275800.0,397.4063400576369,1.0256410256410258,Very Old
577,1918.0,2,1.2,62,1962,1,2,0,Semi-Furnished,OldTown,5,4,238500.0,124.34827945776851,1.6666666666666667,Very Old
578,2185.0,3,2.6,35,1989,2,2,0,Fully Furnished,Downtown,9,3,856300.0,391.89931350114415,1.1538461538461537,Old
579,1061.0,2,1.6,40,1984,2,1,0,Fully Furnished,Riverside,4,4,694761.5987660862,282.3751178133836,1.25,Old
580,2372.0,2,1.1,98,1926,1,1,1,Fully Furnished,Greenfield,0,1,309000.0,130.2698145025295,1.8181818181818181,Very Old
581,1969.0,3,2.5,5,2019,4,0,2,Semi-Furnished,Northside,0,2,676300.0,343.473844591163,1.2,New
582,1592.0,3,2.7,40,1984,3,1,0,Semi-Furnished,Suburb_B,4,2,251500.0,157.97738693467338,1.111111111111111,Old
583,2116.0,4,3.0,16,2008,3,2,0,Semi-Furnished,Hillview,8,4,891100.0,421.124763705104,1.3333333333333333,Moderate
584,2935.0,3,2.7,38,1986,2,1,1,Fully Furnished,OldTown,0,4,459700.0,156.62691652470187,1.111111111111111,Old
585,1891.0,5,3.5,36,1988,2,0,2,Semi-Furnished,Suburb_B,4,1,390500.0,206.50449497620306,1.4285714285714286,Old
586,1924.0,1,1.0,9,2015,3,1,0,Semi-Furnished,Hillview,6,3,794100.0,412.73388773388774,1.0,Recent
587,1570.0,2,1.6,12,2012,4,1,0,Semi-Furnished,Northside,0,1,460000.0,292.9936305732484,1.25,Recent
588,1375.0,1,1.0,37,1987,2,1,0,Unfurnished,Northside,0,2,256400.0,186.47272727272727,1.0,Old
589,2215.0,2,1.4,7,2017,3,1,0,Semi-Furnished,Hillview,1,2,794200.0,358.5553047404063,1.4285714285714286,Recent
590,1372.0,3,2.6,15,2009,2,2,0,Fully Furnished,Lakeside,0,3,469300.0,342.05539358600583,1.1538461538461537,Recent
591,1836.0,3,2.6,69,1955,1,1,0,Unfurnished,Downtown,0,4,396500.0,215.958605664488,1.1538461538461537,Very Old
592,1561.0,1,1.1,19,2005,3,0,2,Fully Furnished,Suburb_B,0,2,305500.0,195.7078795643818,0.9090909090909091,Moderate
593,2039.0,5,4.0,29,1995,3,2,1,Fully Furnished,Suburb_B,0,2,524600.0,257.28298185384995,1.25,Moderate
594,1967.0,4,3.4,89,1935,1,2,0,Unfurnished,Riverside,4,3,383000.0,194.71276054905948,1.1764705882352942,Very Old
595,2319.0,2,1.5,13,2011,4,0,1,Semi-Furnished,Lakeside,5,2,1136500.0,490.08193186718415,1.3333333333333333,Recent
596,2935.87061771279,2,2.2,23,2001,3,1,1,Unfurnished,OldTown,6,5,217500.0,140.7766990291262,0.9090909090909091,Moderate
597,1665.0,2,1.4,36,1988,2,1,2,Fully Furnished,Northside,3,4,362000.0,217.41741741741743,1.4285714285714286,Old
598,1311.0,2,2.2,55,1969,1,0,2,Semi-Furnished,Greenfield,9,1,331500.0,252.8604118993135,0.9090909090909091,Very Old
599,1578.0,2,1.6,82,1942,1,2,1,Fully Furnished,Southside,8,2,329400.0,208.74524714828897,1.25,Very Old
600,1989.0,3,2.0,84,1940,1,1,1,Semi-Furnished,Hillview,9,1,630400.0,316.94318753142284,1.5,Very Old
601,2178.0,2,2.0,59,1965,1,2,0,Fully Furnished,Suburb_B,1,2,272500.0,125.1147842056933,1.0,Very Old
602,1339.0,3,2.4,13,2011,4,1,2,Semi-Furnished,Northside,8,3,519900.0,388.2748319641523,1.25,Recent
603,2235.0,5,4.3,1,2023,5,1,1,Fully Furnished,Southside,6,1,1468700.0,657.1364653243847,1.1627906976744187,New
604,2478.0,3,2.8,23,2001,2,0,2,Fully Furnished,Downtown,1,4,742200.0,299.51573849878935,1.0714285714285714,Moderate
605,2007.0,5,4.1,8,2016,3,1,0,Semi-Furnished,Northside,0,2,623000.0,310.41355256601895,1.2195121951219514,Recent
606,2738.0,2,1.4,47,1977,3,1,0,Unfurnished,Suburb_B,5,5,478800.0,174.87216946676406,1.4285714285714286,Old
607,1413.0,3,2.7,39,1985,2,1,1,Unfurnished,Northside,0,1,301800.0,213.58811040339702,1.111111111111111,Old
608,1178.0,3,2.4,2,2022,5,1,0,Unfurnished,Southside,0,4,522600.0,443.6332767402377,1.25,New
609,911.0,2,1.8,70,1954,1,2,1,Semi-Furnished,Downtown,3,3,235600.0,258.61690450054886,1.1111111111111112,Very Old
610,2548.0,1,1.0,14,2010,4,1,0,Fully Furnished,OldTown,5,1,758800.0,297.8021978021978,1.0,Recent
611,2127.0,3,2.5,26,1998,2,2,1,Semi-Furnished,Hillview,9,2,576600.0,271.0860366713681,1.2,Moderate
612,1772.0,3,2.2,40,1984,2,1,1,Semi-Furnished,Northside,4,4,417900.0,235.8352144469526,1.3636363636363635,Old
613,1940.0,3,2.9,25,1999,3,2,0,Fully Furnished,Riverside,5,2,725200.0,373.8144329896907,1.0344827586206897,Moderate
614,1237.0,3,2.6,26,1998,3,2,1,Fully Furnished,Lakeside,0,2,435700.0,352.22312045270814,1.1538461538461537,Moderate
615,3023.0,4,3.3,3,2021,5,0,2,Fully Furnished,Hillview,5,5,1641000.0,542.8382401587827,1.2121212121212122,New
616,1865.0,1,1.0,24,2000,4,2,0,Semi-Furnished,Northside,2,1,590700.0,316.7292225201072,1.0,Moderate
617,1855.0,3,2.1,56,1968,1,1,0,Fully Furnished,Hillview,8,2,527700.0,284.4743935309973,1.4285714285714286,Very Old
618,2163.0,2,2.1,84,1940,1,2,0,Fully Furnished,Northside,1,3,365900.0,169.16319926028663,0.9523809523809523,Very Old
619,2041.0,2,2.2,24,2000,3,1,0,Semi-Furnished,Suburb_A,2,3,396000.0,194.02253797158255,0.9090909090909091,Moderate
620,1912.0,5,4.1,25,1999,3,1,2,Semi-Furnished,Riverside,2,1,832300.0,435.3033472803347,1.2195121951219514,Moderate
621,1405.0,3,2.9,45,1979,2,1,1,Semi-Furnished,Suburb_B,7,2,299100.0,212.88256227758006,1.0344827586206897,Old
622,2036.0,4,3.0,89,1935,1,0,2,Unfurnished,Riverside,9,3,441200.0,216.69941060903733,1.3333333333333333,Very Old
623,2741.0,3,2.2,15,2009,2,2,0,Fully Furnished,Downtown,1,2,802900.0,292.9222911346224,1.3636363636363635,Recent
624,2473.0,3,2.4,26,1998,2,2,0,Unfurnished,Suburb_A,3,3,380400.0,153.82126971289932,1.25,Moderate
625,2597.0,2,1.7,62,1962,1,2,1,Fully Furnished,Riverside,6,1,780200.0,300.4235656526762,1.1764705882352942,Very Old
626,1544.0,2,1.5,36,1988,2,1,0,Semi-Furnished,Southside,8,4,305400.0,197.7979274611399,1.3333333333333333,Old
627,1305.0,2,1.8,6,2018,4,2,1,Semi-Furnished,Riverside,3,2,657300.0,503.67816091954023,1.1111111111111112,Recent
628,1737.0,4,3.3,37,1987,2,2,0,Unfurnished,Lakeside,0,5,448000.0,257.915947035118,1.2121212121212122,Old
629,1828.0,3,2.1,11,2013,5,1,2,Semi-Furnished,Northside,1,1,548800.0,300.218818380744,1.4285714285714286,Recent
630,2347.0,3,2.6,30,1994,3,0,3,Fully Furnished,Downtown,4,2,821000.0,349.8082658713251,1.1538461538461537,Moderate
631,954.0,3,2.7,31,1993,3,0,1,Semi-Furnished,OldTown,2,1,160800.0,168.55345911949686,1.111111111111111,Old
632,2565.0,5,4.1,77,1947,1,2,1,Semi-Furnished,Suburb_B,0,2,294300.0,114.73684210526316,1.2195121951219514,Very Old
633,1721.0,2,1.9,27,1997,3,2,1,Semi-Furnished,Northside,0,1,474500.0,275.7117954677513,1.0526315789473684,Moderate
634,1587.0,2,1.2,16,2008,3,1,1,Fully Furnished,OldTown,5,3,302200.0,190.4221802142407,1.6666666666666667,Moderate
635,1294.0,3,2.5,13,2011,4,1,1,Semi-Furnished,OldTown,9,4,327100.0,252.7820710973725,1.2,Recent
636,973.0,4,2.8,76,1948,1,2,1,Fully Furnished,Northside,8,1,378200.0,388.69475847893113,1.4285714285714286,Very Old
637,2212.0,5,3.7,10,2014,4,2,1,Unfurnished,Riverside,5,1,1148900.0,519.3942133815551,1.3513513513513513,Recent
638,1837.0,2,1.4,25,1999,3,2,2,Semi-Furnished,Lakeside,7,4,558700.0,304.1371801850844,1.4285714285714286,Moderate
639,1155.0,4,2.9,11,2013,4,1,1,Fully Furnished,Greenfield,0,2,415300.0,359.56709956709955,1.3793103448275863,Recent
640,1152.0,4,3.0,58,1966,1,1,2,Unfurnished,Suburb_A,4,2,181600.0,157.63888888888889,1.3333333333333333,Very Old
641,1632.0,2,1.5,28,1996,2,1,0,Semi-Furnished,Greenfield,0,1,233500.0,143.07598039215685,1.3333333333333333,Moderate
642,2635.0,3,2.7,21,2003,3,2,1,Semi-Furnished,Suburb_B,6,2,480500.0,182.35294117647058,1.111111111111111,Moderate
643,1670.0,3,2.3,21,2003,3,2,2,Fully Furnished,Hillview,9,1,1221600.0,731.497005988024,1.3043478260869565,Moderate
644,1048.0,5,3.5,72,1952,2,1,0,Semi-Furnished,Hillview,8,3,395800.0,377.67175572519085,1.4285714285714286,Very Old
645,1677.0,2,1.9,33,1991,1,2,2,Semi-Furnished,Hillview,3,2,354300.0,211.2701252236136,1.0526315789473684,Old
646,1664.0,4,2.9,48,1976,2,1,0,Unfurnished,Southside,7,3,363600.0,218.5096153846154,1.3793103448275863,Old
647,600.0,3,2.4,81,1943,1,2,2,Fully Furnished,Suburb_A,9,2,159300.0,265.5,1.25,Very Old
648,1773.0,4,3.3,82,1942,1,1,1,Fully Furnished,Northside,0,2,341400.0,192.5549915397631,1.2121212121212122,Very Old
649,1685.0,3,2.5,19,2005,3,1,0,Unfurnished,OldTown,7,1,483800.0,287.1216617210682,1.2,Moderate
650,2148.0,3,2.7,91,1933,2,1,2,Unfurnished,Greenfield,0,5,298400.0,138.91992551210427,1.111111111111111,Very Old
651,2724.0,4,3.3,1,2023,5,0,3,Fully Furnished,Northside,8,2,1868600.0,685.9765051395008,1.2121212121212122,New
652,2363.0,4,2.9,22,2002,4,2,0,Unfurnished,Riverside,0,1,890200.0,376.7245027507406,1.3793103448275863,Moderate
653,1666.0,4,3.9,80,1944,1,1,0,Fully Furnished,Suburb_A,0,1,258800.0,155.3421368547419,1.0256410256410258,Very Old
654,1247.0,2,1.7,16,2008,2,1,1,Unfurnished,Riverside,6,1,610400.0,489.4947874899759,1.1764705882352942,Moderate
655,3087.0,4,3.2,16,2008,3,2,2,Unfurnished,Southside,0,1,708500.0,229.51085195983154,1.25,Moderate
656,1830.0,2,1.9,18,2006,3,2,0,Fully Furnished,Suburb_B,0,2,371700.0,203.11475409836066,1.0526315789473684,Moderate
657,1807.0,3,2.5,37,1987,2,1,1,Fully Furnished,Suburb_A,4,2,320000.0,177.08909795240731,1.2,Old
658,1788.0,3,2.5,26,1998,3,2,0,Fully Furnished,Suburb_A,7,5,448100.0,250.61521252796422,1.2,Moderate
659,1899.0,3,3.1,49,1975,2,0,2,Fully Furnished,OldTown,0,1,281100.0,148.02527646129542,0.9677419354838709,Old
660,1728.0,3,2.3,80,1944,1,0,1,Fully Furnished,Lakeside,7,3,417200.0,241.4351851851852,1.3043478260869565,Very Old
661,1513.0,5,3.9,40,1984,3,1,0,Unfurnished,Hillview,7,2,507600.0,335.49239920687376,1.2820512820512822,Old
662,1527.0,2,1.6,12,2012,3,1,0,Fully Furnished,OldTown,4,1,1168077.0545562427,319.4499017681729,1.25,Recent
663,1784.0,3,2.7,87,1937,1,1,1,Semi-Furnished,Greenfield,5,5,272100.0,152.52242152466368,1.111111111111111,Very Old
664,1528.0,3,1.9,15,2009,3,1,2,Unfurnished,Greenfield,0,4,390600.0,255.6282722513089,1.5789473684210527,Recent
665,1444.0,2,1.0,8,2016,4,1,1,Semi-Furnished,Greenfield,1,3,379600.0,262.8808864265928,2.0,Recent
666,1853.0,2,1.4,5,2019,4,2,0,Semi-Furnished,Greenfield,0,3,478300.0,258.1219643820831,1.4285714285714286,New
667,1673.0,5,3.5,34,1990,2,1,1,Fully Furnished,OldTown,0,5,336700.0,201.255230125523,1.4285714285714286,Old
668,2552.0,4,3.1,6,2018,4,1,1,Semi-Furnished,Downtown,1,2,1190100.0,466.34012539184954,1.2903225806451613,Recent
669,600.0,5,4.2,8,2016,4,2,0,Fully Furnished,Suburb_B,1,1,305500.0,509.1666666666667,1.1904761904761905,Recent
670,2346.0,5,3.7,17,2007,3,1,0,Unfurnished,Downtown,6,1,1253800.0,534.4416027280478,1.3513513513513513,Moderate
671,2423.0,2,1.2,16,2008,3,1,0,Fully Furnished,OldTown,4,3,522000.0,215.43541064795707,1.6666666666666667,Moderate
672,763.0,3,2.4,36,1988,2,1,1,Semi-Furnished,Suburb_A,8,3,221400.0,290.170380078637,1.25,Old
673,1629.0,3,2.7,66,1958,1,2,1,Semi-Furnished,Greenfield,0,3,217000.0,133.21055862492327,1.111111111111111,Very Old
674,1614.0,3,1.9,56,1968,1,0,1,Semi-Furnished,Hillview,0,1,296800.0,183.8909541511772,1.5789473684210527,Very Old
675,1096.0,3,2.6,15,2009,3,1,0,Fully Furnished,Downtown,3,5,927762.9239241434,486.13138686131384,1.1538461538461537,Recent
676,1411.0,3,2.6,14,2010,4,2,0,Fully Furnished,Hillview,0,2,534500.0,378.8093550673281,1.1538461538461537,Recent
677,1245.0,3,2.7,93,1931,1,1,2,Unfurnished,Northside,7,3,232100.0,186.42570281124497,1.111111111111111,Very Old
678,2676.0,3,2.8,0,2024,5,2,0,Fully Furnished,Suburb_B,3,1,1112200.0,415.6203288490284,1.0714285714285714,New
679,2268.0,2,2.3,77,1947,1,1,2,Fully Furnished,Greenfield,3,5,277100.0,122.17813051146385,0.8695652173913044,Very Old
680,2436.0,3,2.3,11,2013,4,2,1,Semi-Furnished,Riverside,1,2,897700.0,368.51395730706076,1.3043478260869565,Recent
681,2161.0,3,2.4,90,1934,1,2,0,Unfurnished,Downtown,1,2,490200.0,226.83942619157799,1.25,Very Old
682,1235.0,3,2.3,20,2004,3,1,1,Semi-Furnished,Greenfield,2,5,287500.0,232.79352226720647,1.3043478260869565,Moderate
683,1538.0,2,1.6,26,1998,3,1,2,Semi-Furnished,Downtown,0,5,449000.0,291.9375812743823,1.25,Moderate
684,2045.0,4,3.7,46,1978,2,2,1,Semi-Furnished,Riverside,0,1,580600.0,283.9119804400978,1.081081081081081,Old
685,1189.0,1,1.0,35,1989,2,2,2,Fully Furnished,Northside,3,5,264900.0,222.79226240538267,1.0,Old
686,2156.0,3,2.1,19,2005,2,2,0,Semi-Furnished,Lakeside,0,3,538300.0,249.67532467532467,1.4285714285714286,Moderate
687,1680.0,4,3.6,33,1991,2,1,1,Unfurnished,Greenfield,7,1,582200.0,346.54761904761904,1.1111111111111112,Old
688,1613.0,3,2.7,50,1974,1,2,2,Unfurnished,Greenfield,0,1,223800.0,138.74767513949163,1.111111111111111,Old
689,2155.0,2,1.5,2,2022,5,1,2,Fully Furnished,Suburb_B,0,2,694200.0,322.13457076566124,1.3333333333333333,New
690,2022.0,3,2.7,0,2024,5,0,2,Semi-Furnished,OldTown,0,2,642000.0,317.5074183976261,1.111111111111111,New
691,1620.0,3,2.5,27,1997,3,2,1,Semi-Furnished,Downtown,1,3,581400.0,358.8888888888889,1.2,Moderate
692,2380.0,4,3.7,7,2017,3,1,0,Fully Furnished,Riverside,0,1,842000.0,353.781512605042,1.081081081081081,Recent
693,1259.0,4,3.2,40,1984,2,2,0,Semi-Furnished,Southside,0,4,195400.0,155.20254169976172,1.25,Old
694,2108.0,3,2.7,12,2012,4,0,2,Fully Furnished,Riverside,1,4,830500.0,393.9753320683112,1.111111111111111,Recent
695,2097.0,3,3.2,26,1998,3,2,0,Semi-Furnished,Suburb_A,0,3,456200.0,217.54887935145445,0.9375,Moderate
696,1645.0,2,1.8,11,2013,4,1,0,Fully Furnished,Hillview,7,5,666800.0,405.34954407294833,1.1111111111111112,Recent
697,1963.0,2,1.6,33,1991,1,1,0,Semi-Furnished,Downtown,7,4,508400.0,258.99133978604175,1.25,Old
698,1174.0,3,2.6,6,2018,4,0,1,Semi-Furnished,Suburb_B,0,1,334300.0,284.75298126064735,1.1538461538461537,Recent
699,4341.631427706635,3,2.3,1,2023,5,1,1,Semi-Furnished,Northside,0,3,795300.0,351.59151193633954,1.3043478260869565,New
700,1708.0,3,3.1,2,2022,5,2,1,Semi-Furnished,Southside,5,5,754500.0,441.74473067915693,0.9677419354838709,New
701,1539.0,2,1.7,91,1933,1,1,2,Fully Furnished,Hillview,7,1,501800.0,326.0558804418454,1.1764705882352942,Very Old
702,2325.0,1,1.0,8,2016,4,1,0,Semi-Furnished,Suburb_A,9,5,611100.0,262.83870967741933,1.0,Recent
703,1448.0,3,2.1,46,1978,2,1,1,Unfurnished,Northside,0,1,264300.0,182.52762430939225,1.4285714285714286,Old
704,1096.0,2,1.9,3,2021,5,2,1,Fully Furnished,Suburb_A,2,2,500500.0,456.66058394160586,1.0526315789473684,New
705,1022.0,4,3.5,6,2018,4,1,0,Semi-Furnished,Greenfield,6,3,444100.0,434.54011741682973,1.1428571428571428,Recent
706,2103.0,1,1.0,30,1994,2,1,1,Semi-Furnished,Downtown,7,3,699600.0,332.6676176890157,1.0,Moderate
707,1160.0,3,2.6,28,1996,3,1,0,Semi-Furnished,Lakeside,0,3,396700.0,341.98275862068965,1.1538461538461537,Moderate
708,2677.0,5,3.5,91,1933,1,2,0,Semi-Furnished,Greenfield,5,2,395700.0,147.8147179678745,1.4285714285714286,Very Old
709,759.0,2,1.7,89,1935,1,1,0,Semi-Furnished,Suburb_B,0,3,92600.0,122.00263504611331,1.1764705882352942,Very Old
710,2648.0,3,2.5,59,1965,1,2,2,Fully Furnished,Riverside,0,3,521500.0,196.94108761329306,1.2,Very Old
711,1906.0,2,2.1,36,1988,2,2,1,Semi-Furnished,Lakeside,3,2,614200.0,322.24554039874084,0.9523809523809523,Old
